#	lambda         S/N    tar_flux   tot_noise    sc_noise   sys_noise   readnoise  dark_noise   sky_noise     mockgal
#	nm   1e-13erg/s/cm2/nm    #e          #e          #e          #e          #e          #e      1e-13erg/s/cm2/nm
     702.164   5.935E-02   4.784E-04    11.29618     0.81880    11.26646     9.79796     5.53173     0.57722     0.00600
     702.340   5.966E-02   4.808E-04    11.29634     0.82095    11.26647     9.79796     5.53173     0.57738     0.00060
     702.515   5.986E-02   4.823E-04    11.29645     0.82231    11.26648     9.79796     5.53173     0.57763    -0.01138
     702.691   5.988E-02   4.823E-04    11.29652     0.82242    11.26654     9.79796     5.53173     0.57881     0.00368
     702.867   5.968E-02   4.807E-04    11.29648     0.82110    11.26660     9.79796     5.53173     0.57987    -0.00925
     703.042   5.932E-02   4.776E-04    11.29633     0.81861    11.26663     9.79796     5.53173     0.58051     0.00964
     703.218   5.891E-02   4.741E-04    11.29613     0.81573    11.26663     9.79796     5.53173     0.58055    -0.00599
     703.393   5.859E-02   4.714E-04    11.29597     0.81350    11.26664     9.79796     5.53173     0.58067    -0.00492
     703.569   5.847E-02   4.704E-04    11.29593     0.81267    11.26666     9.79796     5.53173     0.58113    -0.00385
     703.744   5.854E-02   4.708E-04    11.29662     0.81319    11.26731     9.79796     5.53173     0.59350    -0.00138
     703.920   5.870E-02   4.721E-04    11.29731     0.81434    11.26792     9.79796     5.53173     0.60495     0.02125
     704.095   5.884E-02   4.731E-04    11.29765     0.81530    11.26820     9.79796     5.53173     0.61012    -0.00848
     704.271   5.888E-02   4.733E-04    11.29767     0.81562    11.26820     9.79796     5.53173     0.61010     0.00828
     704.447   5.887E-02   4.731E-04    11.29738     0.81554    11.26791     9.79796     5.53173     0.60479    -0.00133
     704.622   5.888E-02   4.730E-04    11.29664     0.81554    11.26717     9.79796     5.53173     0.59081    -0.00997
     704.798   5.894E-02   4.734E-04    11.29648     0.81598    11.26697     9.79796     5.53173     0.58698    -0.00037
     704.973   5.907E-02   4.743E-04    11.29650     0.81689    11.26693     9.79796     5.53173     0.58624    -0.00133
     705.149   5.924E-02   4.756E-04    11.29659     0.81807    11.26693     9.79796     5.53173     0.58624    -0.00889
     705.324   5.941E-02   4.768E-04    11.29666     0.81925    11.26691     9.79796     5.53173     0.58594     0.00152
     705.500   5.956E-02   4.778E-04    11.29672     0.82023    11.26690     9.79796     5.53173     0.58572    -0.00003
     705.675   5.966E-02   4.786E-04    11.29679     0.82098    11.26692     9.79796     5.53173     0.58605     0.00094
     705.851   5.975E-02   4.792E-04    11.29701     0.82158    11.26710     9.79796     5.53173     0.58949    -0.01814
     706.027   5.982E-02   4.796E-04    11.29724     0.82208    11.26729     9.79796     5.53173     0.59306    -0.00049
     706.202   5.988E-02   4.800E-04    11.29727     0.82247    11.26729     9.79796     5.53173     0.59317     0.00353
     706.378   5.991E-02   4.801E-04    11.29717     0.82271    11.26717     9.79796     5.53173     0.59088    -0.00587
     706.553   5.992E-02   4.801E-04    11.29708     0.82274    11.26708     9.79796     5.53173     0.58911    -0.01455
     706.729   5.990E-02   4.798E-04    11.29730     0.82263    11.26731     9.79796     5.53173     0.59347    -0.00690
     706.904   5.988E-02   4.795E-04    11.29762     0.82250    11.26764     9.79796     5.53173     0.59971     0.01331
     707.080   5.988E-02   4.794E-04    11.29791     0.82248    11.26794     9.79796     5.53173     0.60531     0.00177
     707.255   5.989E-02   4.794E-04    11.29787     0.82259    11.26788     9.79796     5.53173     0.60432    -0.00152
     707.431   5.993E-02   4.796E-04    11.29769     0.82286    11.26769     9.79796     5.53173     0.60063     0.00456
     707.607   5.999E-02   4.800E-04    11.29747     0.82326    11.26743     9.79796     5.53173     0.59584     0.00712
     707.782   6.006E-02   4.803E-04    11.29729     0.82369    11.26722     9.79796     5.53173     0.59185    -0.01131
     707.958   6.008E-02   4.804E-04    11.29724     0.82387    11.26716     9.79796     5.53173     0.59063    -0.00510
     708.133   6.004E-02   4.800E-04    11.29720     0.82357    11.26714     9.79796     5.53173     0.59030     0.01466
     708.309   5.994E-02   4.791E-04    11.29697     0.82290    11.26696     9.79796     5.53173     0.58689     0.00393
     708.484   5.985E-02   4.782E-04    11.29677     0.82225    11.26680     9.79796     5.53173     0.58380    -0.00917
     708.660   5.981E-02   4.778E-04    11.29661     0.82199    11.26667     9.79796     5.53173     0.58123    -0.00438
     708.835   5.983E-02   4.778E-04    11.29664     0.82215    11.26668     9.79796     5.53173     0.58144     0.00878
     709.011   5.986E-02   4.779E-04    11.29666     0.82235    11.26669     9.79796     5.53173     0.58160     0.00329
     709.187   5.981E-02   4.774E-04    11.29665     0.82201    11.26670     9.79796     5.53173     0.58192    -0.00199
     709.362   5.962E-02   4.758E-04    11.29668     0.82071    11.26683     9.79796     5.53173     0.58428     0.00496
     709.538   5.929E-02   4.730E-04    11.29658     0.81840    11.26690     9.79796     5.53173     0.58563    -0.00473
     709.713   5.889E-02   4.697E-04    11.29641     0.81564    11.26692     9.79796     5.53173     0.58614    -0.00078
     709.889   5.859E-02   4.671E-04    11.29626     0.81351    11.26693     9.79796     5.53173     0.58624     0.00616
     710.064   5.850E-02   4.663E-04    11.29615     0.81292    11.26687     9.79796     5.53173     0.58502     0.00811
     710.240   5.867E-02   4.675E-04    11.29615     0.81406    11.26678     9.79796     5.53173     0.58333     0.00178
     710.415   5.898E-02   4.700E-04    11.29681     0.81629    11.26728     9.79796     5.53173     0.59296    -0.00897
     710.591   5.930E-02   4.724E-04    11.29732     0.81849    11.26763     9.79796     5.53173     0.59954    -0.00229
     710.767   5.948E-02   4.738E-04    11.29761     0.81976    11.26783     9.79796     5.53173     0.60323     0.00152
     710.942   5.948E-02   4.736E-04    11.29761     0.81974    11.26783     9.79796     5.53173     0.60340     0.00530
     711.118   5.932E-02   4.722E-04    11.29727     0.81860    11.26757     9.79796     5.53173     0.59842     0.00784
     711.293   5.905E-02   4.699E-04    11.29660     0.81673    11.26703     9.79796     5.53173     0.58827     0.00363
     711.469   5.873E-02   4.672E-04    11.29625     0.81451    11.26685     9.79796     5.53173     0.58470     0.00362
     711.644   5.840E-02   4.645E-04    11.29599     0.81221    11.26675     9.79796     5.53173     0.58287     0.00316
     711.820   5.809E-02   4.619E-04    11.29584     0.81007    11.26676     9.79796     5.53173     0.58294    -0.00509
     711.995   5.786E-02   4.599E-04    11.29573     0.80841    11.26676     9.79796     5.53173     0.58305     0.00508
     712.171   5.772E-02   4.587E-04    11.29567     0.80747    11.26677     9.79796     5.53173     0.58314     0.00237
     712.347   5.771E-02   4.586E-04    11.29566     0.80739    11.26677     9.79796     5.53173     0.58321     0.01346
     712.522   5.783E-02   4.593E-04    11.29573     0.80819    11.26678     9.79796     5.53173     0.58335    -0.00576
     712.698   5.805E-02   4.610E-04    11.29589     0.80977    11.26683     9.79796     5.53173     0.58435    -0.00074
     712.873   5.835E-02   4.633E-04    11.29615     0.81185    11.26694     9.79796     5.53173     0.58642     0.00497
     713.049   5.864E-02   4.655E-04    11.29631     0.81388    11.26696     9.79796     5.53173     0.58675     0.01991
     713.224   5.885E-02   4.671E-04    11.29643     0.81537    11.26696     9.79796     5.53173     0.58688     0.01074
     713.400   5.896E-02   4.679E-04    11.29649     0.81614    11.26697     9.79796     5.53173     0.58698     0.00112
     713.575   5.900E-02   4.680E-04    11.29659     0.81641    11.26705     9.79796     5.53173     0.58853    -0.00485
     713.751   5.902E-02   4.681E-04    11.29665     0.81653    11.26711     9.79796     5.53173     0.58961     0.00605
     713.927   5.904E-02   4.681E-04    11.29667     0.81667    11.26711     9.79796     5.53173     0.58972     0.00550
     714.102   5.905E-02   4.681E-04    11.29668     0.81677    11.26712     9.79796     5.53173     0.58985     0.00108
     714.278   5.902E-02   4.677E-04    11.29660     0.81653    11.26705     9.79796     5.53173     0.58860    -0.02006
     714.453   5.890E-02   4.666E-04    11.29636     0.81567    11.26687     9.79796     5.53173     0.58510     0.01473
     714.629   5.867E-02   4.647E-04    11.29622     0.81413    11.26685     9.79796     5.53173     0.58466    -0.00544
     714.804   5.840E-02   4.625E-04    11.29609     0.81223    11.26685     9.79796     5.53173     0.58477    -0.00372
     714.980   5.818E-02   4.606E-04    11.29598     0.81066    11.26686     9.79796     5.53173     0.58487     0.00025
     715.155   5.809E-02   4.598E-04    11.29600     0.81006    11.26691     9.79796     5.53173     0.58592    -0.00479
     715.331   5.818E-02   4.604E-04    11.29614     0.81067    11.26701     9.79796     5.53173     0.58784    -0.00949
     715.507   5.840E-02   4.620E-04    11.29642     0.81219    11.26718     9.79796     5.53173     0.59104     0.00176
     715.682   5.866E-02   4.639E-04    11.29658     0.81402    11.26722     9.79796     5.53173     0.59177     0.00293
     715.858   5.889E-02   4.657E-04    11.29669     0.81563    11.26721     9.79796     5.53173     0.59155     0.00522
     716.033   5.904E-02   4.668E-04    11.29672     0.81671    11.26715     9.79796     5.53173     0.59058     0.01109
     716.209   5.912E-02   4.672E-04    11.29668     0.81719    11.26708     9.79796     5.53173     0.58920    -0.00712
     716.384   5.912E-02   4.671E-04    11.29663     0.81720    11.26703     9.79796     5.53173     0.58822     0.00104
     716.560   5.907E-02   4.666E-04    11.29661     0.81686    11.26704     9.79796     5.53173     0.58836    -0.00893
     716.735   5.900E-02   4.659E-04    11.29658     0.81637    11.26705     9.79796     5.53173     0.58847     0.00706
     716.911   5.894E-02   4.653E-04    11.29654     0.81595    11.26703     9.79796     5.53173     0.58819    -0.00955
     717.087   5.891E-02   4.651E-04    11.29645     0.81580    11.26695     9.79796     5.53173     0.58667     0.00882
     717.262   5.895E-02   4.652E-04    11.29645     0.81602    11.26694     9.79796     5.53173     0.58637     0.00315
     717.438   5.903E-02   4.657E-04    11.29651     0.81657    11.26696     9.79796     5.53173     0.58676    -0.00184
     717.613   5.913E-02   4.664E-04    11.29663     0.81729    11.26703     9.79796     5.53173     0.58817    -0.00314
     717.789   5.923E-02   4.671E-04    11.29671     0.81797    11.26705     9.79796     5.53173     0.58863    -0.00627
     717.964   5.929E-02   4.675E-04    11.29674     0.81842    11.26706     9.79796     5.53173     0.58873     0.00618
     718.140   5.930E-02   4.674E-04    11.29675     0.81849    11.26706     9.79796     5.53173     0.58884     0.00831
     718.315   5.924E-02   4.669E-04    11.29668     0.81808    11.26702     9.79796     5.53173     0.58807     0.00169
     718.491   5.912E-02   4.658E-04    11.29658     0.81724    11.26698     9.79796     5.53173     0.58718    -0.01270
     718.667   5.897E-02   4.645E-04    11.29651     0.81619    11.26698     9.79796     5.53173     0.58732     0.00731
     718.842   5.883E-02   4.633E-04    11.29645     0.81524    11.26699     9.79796     5.53173     0.58744    -0.00815
     719.018   5.876E-02   4.626E-04    11.29641     0.81469    11.26700     9.79796     5.53173     0.58755     0.00136
     719.193   5.876E-02   4.625E-04    11.29642     0.81473    11.26700     9.79796     5.53173     0.58766    -0.00552
     719.369   5.884E-02   4.630E-04    11.29647     0.81530    11.26701     9.79796     5.53173     0.58779    -0.01181
     719.544   5.897E-02   4.639E-04    11.29654     0.81621    11.26702     9.79796     5.53173     0.58792    -0.00586
     719.720   5.913E-02   4.651E-04    11.29663     0.81729    11.26702     9.79796     5.53173     0.58803    -0.00218
     719.895   5.931E-02   4.664E-04    11.29672     0.81854    11.26703     9.79796     5.53173     0.58816    -0.00483
     720.071   5.952E-02   4.679E-04    11.29684     0.82001    11.26704     9.79796     5.53173     0.58830    -0.01244
     720.247   5.975E-02   4.696E-04    11.29696     0.82156    11.26704     9.79796     5.53173     0.58844     0.00524
     720.422   5.994E-02   4.710E-04    11.29706     0.82288    11.26705     9.79796     5.53173     0.58858    -0.00740
     720.598   6.006E-02   4.718E-04    11.29713     0.82373    11.26706     9.79796     5.53173     0.58873    -0.01330
     720.773   6.013E-02   4.722E-04    11.29717     0.82417    11.26707     9.79796     5.53173     0.58886     0.00636
     720.949   6.017E-02   4.725E-04    11.29720     0.82447    11.26707     9.79796     5.53173     0.58899     0.00128
     721.124   6.023E-02   4.728E-04    11.29724     0.82491    11.26708     9.79796     5.53173     0.58910     0.01007
     721.300   6.033E-02   4.735E-04    11.29729     0.82555    11.26709     9.79796     5.53173     0.58924     0.00617
     721.475   6.044E-02   4.742E-04    11.29735     0.82629    11.26709     9.79796     5.53173     0.58938     0.00342
     721.651   6.053E-02   4.748E-04    11.29741     0.82695    11.26710     9.79796     5.53173     0.58952     0.01561
     721.827   6.059E-02   4.752E-04    11.29744     0.82735    11.26711     9.79796     5.53173     0.58966     0.00517
     722.002   6.059E-02   4.751E-04    11.29747     0.82738    11.26714     9.79796     5.53173     0.59022    -0.00085
     722.178   6.054E-02   4.746E-04    11.29750     0.82703    11.26718     9.79796     5.53173     0.59113     0.00771
     722.353   6.044E-02   4.736E-04    11.29745     0.82629    11.26719     9.79796     5.53173     0.59126     0.01442
     722.529   6.028E-02   4.723E-04    11.29740     0.82522    11.26722     9.79796     5.53173     0.59181    -0.00180
     722.704   6.010E-02   4.707E-04    11.29735     0.82397    11.26727     9.79796     5.53173     0.59270    -0.00335
     722.880   5.994E-02   4.694E-04    11.29725     0.82291    11.26723     9.79796     5.53173     0.59208     0.01307
     723.055   5.988E-02   4.688E-04    11.29720     0.82251    11.26722     9.79796     5.53173     0.59183    -0.00933
     723.231   5.995E-02   4.692E-04    11.29724     0.82295    11.26723     9.79796     5.53173     0.59197    -0.00163
     723.407   6.011E-02   4.704E-04    11.29729     0.82406    11.26720     9.79796     5.53173     0.59135    -0.00705
     723.582   6.030E-02   4.718E-04    11.29839     0.82543    11.26820     9.79796     5.53173     0.61010     0.00669
     723.758   6.048E-02   4.732E-04    11.30065     0.82674    11.27037     9.79796     5.53173     0.64906     0.01618
     723.933   6.065E-02   4.744E-04    11.30078     0.82791    11.27041     9.79796     5.53173     0.64977    -0.00034
     724.109   6.081E-02   4.755E-04    11.30166     0.82897    11.27121     9.79796     5.53173     0.66352     0.00266
     724.284   6.094E-02   4.766E-04    11.30350     0.82998    11.27298     9.79796     5.53173     0.69295    -0.00389
     724.460   6.108E-02   4.775E-04    11.30196     0.83086    11.27138     9.79796     5.53173     0.66636     0.00539
     724.635   6.117E-02   4.780E-04    11.30093     0.83141    11.27030     9.79796     5.53173     0.64788     0.00288
     724.811   6.116E-02   4.778E-04    11.30099     0.83134    11.27037     9.79796     5.53173     0.64895    -0.00651
     724.987   6.101E-02   4.765E-04    11.29929     0.83030    11.26874     9.79796     5.53173     0.62013     0.01221
     725.162   6.069E-02   4.738E-04    11.29800     0.82808    11.26761     9.79796     5.53173     0.59916     0.00609
     725.338   6.020E-02   4.699E-04    11.29761     0.82473    11.26747     9.79796     5.53173     0.59651     0.00318
     725.513   5.963E-02   4.653E-04    11.29727     0.82079    11.26741     9.79796     5.53173     0.59539     0.00131
     725.689   5.915E-02   4.614E-04    11.29700     0.81744    11.26738     9.79796     5.53173     0.59490    -0.00256
     725.864   5.894E-02   4.596E-04    11.29690     0.81597    11.26739     9.79796     5.53173     0.59504    -0.00054
     726.040   5.909E-02   4.607E-04    11.29692     0.81706    11.26733     9.79796     5.53173     0.59393     0.01245
     726.215   5.955E-02   4.642E-04    11.29711     0.82024    11.26729     9.79796     5.53173     0.59314     0.00478
     726.391   6.012E-02   4.685E-04    11.29740     0.82412    11.26730     9.79796     5.53173     0.59328    -0.00396
     726.567   6.058E-02   4.720E-04    11.29776     0.82729    11.26743     9.79796     5.53173     0.59588     0.00429
     726.742   6.084E-02   4.739E-04    11.29800     0.82905    11.26754     9.79796     5.53173     0.59791     0.01215
     726.918   6.091E-02   4.743E-04    11.29804     0.82953    11.26755     9.79796     5.53173     0.59805     0.00069
     727.093   6.087E-02   4.740E-04    11.29948     0.82934    11.26901     9.79796     5.53173     0.62489     0.01095
     727.269   6.082E-02   4.735E-04    11.30060     0.82902    11.27015     9.79796     5.53173     0.64514     0.00179
     727.444   6.078E-02   4.731E-04    11.30044     0.82877    11.27001     9.79796     5.53173     0.64272    -0.00926
     727.620   6.073E-02   4.726E-04    11.30039     0.82840    11.26999     9.79796     5.53173     0.64238     0.00031
     727.795   6.062E-02   4.716E-04    11.29981     0.82761    11.26946     9.79796     5.53173     0.63298     0.00458
     727.971   6.043E-02   4.700E-04    11.29800     0.82630    11.26775     9.79796     5.53173     0.60175     0.00402
     728.147   6.019E-02   4.680E-04    11.29760     0.82463    11.26746     9.79796     5.53173     0.59638     0.00165
     728.322   5.995E-02   4.660E-04    11.29757     0.82300    11.26756     9.79796     5.53173     0.59817     0.01147
     728.498   5.977E-02   4.645E-04    11.29749     0.82174    11.26757     9.79796     5.53173     0.59835    -0.01791
     728.673   5.967E-02   4.635E-04    11.29748     0.82102    11.26760     9.79796     5.53173     0.59910     0.00733
     728.849   5.965E-02   4.633E-04    11.29749     0.82090    11.26763     9.79796     5.53173     0.59949     0.00043
     729.024   5.972E-02   4.638E-04    11.29745     0.82141    11.26755     9.79796     5.53173     0.59803     0.00331
     729.200   5.985E-02   4.648E-04    11.29993     0.82240    11.26996     9.79796     5.53173     0.64186    -0.00833
     729.375   5.999E-02   4.658E-04    11.30261     0.82342    11.27258     9.79796     5.53173     0.68633    -0.00143
     729.551   6.005E-02   4.662E-04    11.30261     0.82385    11.27255     9.79796     5.53173     0.68583     0.00358
     729.727   5.997E-02   4.654E-04    11.30255     0.82330    11.27253     9.79796     5.53173     0.68545     0.00219
     729.902   5.978E-02   4.638E-04    11.30191     0.82194    11.27198     9.79796     5.53173     0.67643     0.00608
     730.078   5.960E-02   4.622E-04    11.29893     0.82059    11.26909     9.79796     5.53173     0.62643    -0.00193
     730.253   5.954E-02   4.616E-04    11.29805     0.82016    11.26824     9.79796     5.53173     0.61098    -0.00264
     730.429   5.965E-02   4.623E-04    11.29813     0.82095    11.26826     9.79796     5.53173     0.61131     0.01094
     730.604   5.986E-02   4.638E-04    11.29824     0.82238    11.26827     9.79796     5.53173     0.61145    -0.00082
     730.780   6.002E-02   4.650E-04    11.29832     0.82351    11.26827     9.79796     5.53173     0.61140    -0.00425
     730.955   6.008E-02   4.654E-04    11.29834     0.82393    11.26826     9.79796     5.53173     0.61128    -0.01433
     731.131   6.010E-02   4.654E-04    11.29835     0.82403    11.26826     9.79796     5.53173     0.61125     0.01169
     731.307   6.018E-02   4.659E-04    11.29873     0.82457    11.26860     9.79796     5.53173     0.61749    -0.00025
     731.482   6.038E-02   4.673E-04    11.29929     0.82595    11.26906     9.79796     5.53173     0.62593     0.00161
     731.658   6.067E-02   4.695E-04    11.29957     0.82798    11.26919     9.79796     5.53173     0.62824     0.01183
     731.833   6.098E-02   4.718E-04    11.29977     0.83007    11.26924     9.79796     5.53173     0.62916    -0.00328
     732.009   6.122E-02   4.735E-04    11.29985     0.83170    11.26920     9.79796     5.53173     0.62835    -0.00386
     732.184   6.135E-02   4.744E-04    11.29942     0.83262    11.26870     9.79796     5.53173     0.61934     0.01080
     732.360   6.140E-02   4.747E-04    11.29887     0.83295    11.26813     9.79796     5.53173     0.60885     0.00930
     732.535   6.144E-02   4.748E-04    11.29832     0.83315    11.26756     9.79796     5.53173     0.59831    -0.00634
     732.711   6.154E-02   4.755E-04    11.29845     0.83384    11.26764     9.79796     5.53173     0.59971     0.00641
     732.887   6.177E-02   4.772E-04    11.29860     0.83540    11.26767     9.79796     5.53173     0.60040     0.00074
     733.062   6.210E-02   4.796E-04    11.29877     0.83766    11.26768     9.79796     5.53173     0.60051    -0.00243
     733.238   6.244E-02   4.822E-04    11.29895     0.83997    11.26769     9.79796     5.53173     0.60068    -0.00562
     733.413   6.270E-02   4.840E-04    11.29905     0.84170    11.26766     9.79796     5.53173     0.60014    -0.00861
     733.589   6.282E-02   4.849E-04    11.30063     0.84256    11.26918     9.79796     5.53173     0.62801     0.00501
     733.764   6.263E-02   4.846E-04    11.33223     0.84243    11.30088     9.79796     5.53173     1.05346     0.00836
     733.940   6.234E-02   4.830E-04    11.34770     0.84108    11.31648     9.79796     5.53173     1.20946     0.00187
     734.115   6.193E-02   4.797E-04    11.34780     0.83832    11.31679     9.79796     5.53173     1.21232     0.01955
     734.291   6.135E-02   4.750E-04    11.34756     0.83434    11.31685     9.79796     5.53173     1.21286     0.01409
     734.467   6.078E-02   4.698E-04    11.33112     0.82985    11.30069     9.79796     5.53173     1.05151     0.00066
     734.642   6.035E-02   4.651E-04    11.29839     0.82575    11.26817     9.79796     5.53173     0.60969     0.00716
     734.818   5.988E-02   4.614E-04    11.29793     0.82254    11.26795     9.79796     5.53173     0.60557    -0.00185
     734.993   5.954E-02   4.586E-04    11.29765     0.82017    11.26784     9.79796     5.53173     0.60345     0.01060
     735.169   5.927E-02   4.564E-04    11.29752     0.81830    11.26785     9.79796     5.53173     0.60359    -0.01055
     735.344   5.903E-02   4.545E-04    11.29758     0.81667    11.26802     9.79796     5.53173     0.60690     0.01959
     735.520   5.882E-02   4.527E-04    11.29756     0.81515    11.26812     9.79796     5.53173     0.60862     0.00269
     735.695   5.861E-02   4.510E-04    11.29745     0.81374    11.26811     9.79796     5.53173     0.60845     0.00233
     735.871   5.844E-02   4.496E-04    11.29747     0.81257    11.26821     9.79796     5.53173     0.61041    -0.00174
     736.047   5.837E-02   4.489E-04    11.29738     0.81207    11.26816     9.79796     5.53173     0.60944     0.00582
     736.222   5.847E-02   4.496E-04    11.29717     0.81276    11.26790     9.79796     5.53173     0.60456    -0.00023
     736.398   5.877E-02   4.518E-04    11.29740     0.81480    11.26798     9.79796     5.53173     0.60612     0.00219
     736.573   5.919E-02   4.549E-04    11.29765     0.81776    11.26801     9.79796     5.53173     0.60671    -0.01066
     736.749   5.964E-02   4.583E-04    11.29777     0.82084    11.26792     9.79796     5.53173     0.60491     0.00921
     736.924   6.000E-02   4.610E-04    11.29828     0.82338    11.26824     9.79796     5.53173     0.61092    -0.00534
     737.100   6.025E-02   4.628E-04    11.29861     0.82507    11.26845     9.79796     5.53173     0.61475     0.01209
     737.275   6.036E-02   4.635E-04    11.29861     0.82581    11.26839     9.79796     5.53173     0.61375     0.00631
     737.451   6.031E-02   4.630E-04    11.29888     0.82546    11.26869     9.79796     5.53173     0.61917     0.00112
     737.627   6.007E-02   4.611E-04    11.29888     0.82384    11.26881     9.79796     5.53173     0.62127     0.00053
     737.802   5.965E-02   4.578E-04    11.29840     0.82098    11.26853     9.79796     5.53173     0.61626    -0.00998
     737.978   5.913E-02   4.536E-04    11.29842     0.81736    11.26881     9.79796     5.53173     0.62137    -0.00699
     738.153   5.861E-02   4.495E-04    11.29828     0.81375    11.26894     9.79796     5.53173     0.62373    -0.00643
     738.329   5.818E-02   4.461E-04    11.29775     0.81075    11.26862     9.79796     5.53173     0.61784     0.00792
     738.504   5.787E-02   4.436E-04    11.29748     0.80859    11.26851     9.79796     5.53173     0.61588     0.00276
     738.680   5.768E-02   4.420E-04    11.29721     0.80720    11.26833     9.79796     5.53173     0.61266     0.00040
     738.855   5.757E-02   4.411E-04    11.29676     0.80647    11.26794     9.79796     5.53173     0.60531     0.01581
     739.031   5.756E-02   4.409E-04    11.29668     0.80638    11.26786     9.79796     5.53173     0.60391    -0.01272
     739.207   5.763E-02   4.413E-04    11.29672     0.80688    11.26786     9.79796     5.53173     0.60394     0.00409
     739.382   5.777E-02   4.423E-04    11.29678     0.80782    11.26786     9.79796     5.53173     0.60387     0.01165
     739.558   5.793E-02   4.434E-04    11.29693     0.80896    11.26793     9.79796     5.53173     0.60513     0.00517
     739.733   5.808E-02   4.444E-04    11.29711     0.81001    11.26803     9.79796     5.53173     0.60709     0.00418
     739.909   5.818E-02   4.451E-04    11.29731     0.81075    11.26818     9.79796     5.53173     0.60982    -0.01142
     740.084   5.824E-02   4.454E-04    11.29738     0.81112    11.26822     9.79796     5.53173     0.61064     0.00321
     740.260   5.824E-02   4.454E-04    11.29738     0.81116    11.26822     9.79796     5.53173     0.61054     0.00526
     740.435   5.821E-02   4.450E-04    11.29729     0.81093    11.26815     9.79796     5.53173     0.60928    -0.00461
     740.611   5.813E-02   4.443E-04    11.29727     0.81040    11.26816     9.79796     5.53173     0.60954     0.00472
     740.786   5.802E-02   4.434E-04    11.29739     0.80959    11.26834     9.79796     5.53173     0.61285    -0.00926
     740.962   5.788E-02   4.422E-04    11.29803     0.80868    11.26905     9.79796     5.53173     0.62566     0.00570
     741.138   5.778E-02   4.414E-04    11.29820     0.80797    11.26927     9.79796     5.53173     0.62961    -0.00877
     741.313   5.775E-02   4.410E-04    11.29829     0.80775    11.26938     9.79796     5.53173     0.63156     0.01720
     741.489   5.779E-02   4.413E-04    11.29873     0.80807    11.26979     9.79796     5.53173     0.63891     0.01144
     741.664   5.788E-02   4.418E-04    11.29842     0.80869    11.26944     9.79796     5.53173     0.63262    -0.00423
     741.840   5.796E-02   4.423E-04    11.29792     0.80923    11.26890     9.79796     5.53173     0.62300     0.00197
     742.015   5.799E-02   4.424E-04    11.29806     0.80944    11.26903     9.79796     5.53173     0.62536     0.00397
     742.191   5.796E-02   4.421E-04    11.29770     0.80924    11.26868     9.79796     5.53173     0.61907     0.00772
     742.367   5.789E-02   4.414E-04    11.29726     0.80868    11.26828     9.79796     5.53173     0.61157     0.00691
     742.542   5.775E-02   4.403E-04    11.29764     0.80775    11.26873     9.79796     5.53173     0.61984     0.00093
     742.718   5.755E-02   4.387E-04    11.29758     0.80637    11.26877     9.79796     5.53173     0.62062     0.00178
     742.893   5.729E-02   4.365E-04    11.29733     0.80449    11.26865     9.79796     5.53173     0.61850     0.01021
     743.069   5.698E-02   4.341E-04    11.29734     0.80233    11.26881     9.79796     5.53173     0.62139    -0.00673
     743.244   5.670E-02   4.319E-04    11.29698     0.80037    11.26859     9.79796     5.53173     0.61739     0.00101
     743.420   5.655E-02   4.306E-04    11.29656     0.79924    11.26825     9.79796     5.53173     0.61117     0.01552
     743.595   5.656E-02   4.305E-04    11.29688     0.79933    11.26857     9.79796     5.53173     0.61697     0.00616
     743.771   5.673E-02   4.318E-04    11.29706     0.80056    11.26865     9.79796     5.53173     0.61850     0.00241
     743.947   5.699E-02   4.337E-04    11.29714     0.80241    11.26861     9.79796     5.53173     0.61775     0.00685
     744.122   5.724E-02   4.355E-04    11.29732     0.80418    11.26867     9.79796     5.53173     0.61871     0.00131
     744.298   5.742E-02   4.367E-04    11.29727     0.80542    11.26852     9.79796     5.53173     0.61609     0.00699
     744.473   5.751E-02   4.373E-04    11.29703     0.80602    11.26824     9.79796     5.53173     0.61099     0.00831
     744.649   5.751E-02   4.372E-04    11.29704     0.80604    11.26825     9.79796     5.53173     0.61109     0.01568
     744.824   5.744E-02   4.366E-04    11.29712     0.80555    11.26837     9.79796     5.53173     0.61327     0.01255
     745.000   5.730E-02   4.354E-04    11.29726     0.80458    11.26857     9.79796     5.53173     0.61700    -0.00187
     745.175   5.712E-02   4.339E-04    11.29717     0.80330    11.26858     9.79796     5.53173     0.61714    -0.01309
     745.351   5.696E-02   4.326E-04    11.29707     0.80218    11.26855     9.79796     5.53173     0.61668     0.00494
     745.527   5.691E-02   4.321E-04    11.29699     0.80181    11.26850     9.79796     5.53173     0.61572    -0.00869
     745.702   5.701E-02   4.328E-04    11.29705     0.80254    11.26851     9.79796     5.53173     0.61592    -0.00093
     745.878   5.725E-02   4.345E-04    11.29720     0.80422    11.26854     9.79796     5.53173     0.61644     0.00539
     746.053   5.754E-02   4.366E-04    11.29740     0.80626    11.26859     9.79796     5.53173     0.61732    -0.00635
     746.229   5.779E-02   4.384E-04    11.29774     0.80803    11.26881     9.79796     5.53173     0.62130    -0.00873
     746.404   5.794E-02   4.395E-04    11.29791     0.80910    11.26890     9.79796     5.53173     0.62305    -0.00891
     746.580   5.797E-02   4.396E-04    11.29789     0.80929    11.26887     9.79796     5.53173     0.62240    -0.01050
     746.755   5.784E-02   4.387E-04    11.30126     0.80853    11.27230     9.79796     5.53173     0.68170    -0.00045
