#	lambda         S/N    tar_flux   tot_noise    sc_noise   sys_noise   readnoise  dark_noise   sky_noise     mockgal
#	nm   1e-13erg/s/cm2/nm    #e          #e          #e          #e          #e          #e      1e-13erg/s/cm2/nm
     549.607   5.498E-02   5.661E-04    11.29431     0.78801    11.26678     9.79796     5.53173     0.58345     0.00061
     549.782   5.498E-02   5.659E-04    11.29430     0.78800    11.26678     9.79796     5.53173     0.58329    -0.00330
     549.958   5.545E-02   5.706E-04    11.29460     0.79138    11.26684     9.79796     5.53173     0.58448    -0.01064
     550.133   5.593E-02   5.754E-04    11.29474     0.79481    11.26674     9.79796     5.53173     0.58260     0.01135
     550.309   5.600E-02   5.759E-04    11.29472     0.79527    11.26668     9.79796     5.53173     0.58154    -0.00578
     550.484   5.576E-02   5.733E-04    11.29461     0.79358    11.26670     9.79796     5.53173     0.58178     0.00692
     550.660   5.563E-02   5.717E-04    11.29454     0.79263    11.26669     9.79796     5.53173     0.58167     0.00001
     550.836   5.577E-02   5.730E-04    11.29459     0.79368    11.26667     9.79796     5.53173     0.58124     0.01783
     551.011   5.605E-02   5.757E-04    11.29469     0.79568    11.26663     9.79796     5.53173     0.58043     0.00122
     551.187   5.619E-02   5.769E-04    11.29469     0.79663    11.26656     9.79796     5.53173     0.57912     0.01297
     551.362   5.606E-02   5.754E-04    11.29457     0.79571    11.26651     9.79796     5.53173     0.57812     0.00677
     551.538   5.564E-02   5.710E-04    11.29434     0.79276    11.26648     9.79796     5.53173     0.57762     0.01970
     551.713   5.501E-02   5.642E-04    11.29399     0.78819    11.26646     9.79796     5.53173     0.57707     0.00571
     551.889   5.430E-02   5.567E-04    11.29357     0.78306    11.26639     9.79796     5.53173     0.57580    -0.00612
     552.064   5.377E-02   5.512E-04    11.29319     0.77927    11.26627     9.79796     5.53173     0.57341    -0.01329
     552.240   5.366E-02   5.499E-04    11.29294     0.77846    11.26608     9.79796     5.53173     0.56962     0.00647
     552.415   5.391E-02   5.523E-04    11.29290     0.78027    11.26591     9.79796     5.53173     0.56635    -0.00651
     552.591   5.434E-02   5.565E-04    11.29304     0.78338    11.26583     9.79796     5.53173     0.56477    -0.00045
     552.767   5.482E-02   5.612E-04    11.29332     0.78682    11.26588     9.79796     5.53173     0.56569     0.00101
     552.942   5.534E-02   5.664E-04    11.29374     0.79057    11.26604     9.79796     5.53173     0.56885    -0.01752
     553.118   5.576E-02   5.705E-04    11.29432     0.79359    11.26640     9.79796     5.53173     0.57607     0.00766
     553.293   5.594E-02   5.722E-04    11.29454     0.79485    11.26653     9.79796     5.53173     0.57858    -0.01424
     553.469   5.591E-02   5.717E-04    11.29463     0.79466    11.26664     9.79796     5.53173     0.58061     0.01400
     553.644   5.589E-02   5.714E-04    11.29480     0.79454    11.26682     9.79796     5.53173     0.58413    -0.01427
     553.820   5.597E-02   5.719E-04    11.29493     0.79507    11.26692     9.79796     5.53173     0.58601    -0.00477
     553.995   5.606E-02   5.727E-04    11.29514     0.79574    11.26708     9.79796     5.53173     0.58908    -0.01038
     554.171   5.610E-02   5.730E-04    11.29556     0.79606    11.26748     9.79796     5.53173     0.59667     0.00123
     554.347   5.612E-02   5.730E-04    11.29572     0.79618    11.26763     9.79796     5.53173     0.59951     0.01461
     554.522   5.614E-02   5.730E-04    11.29576     0.79632    11.26766     9.79796     5.53173     0.60014     0.00166
     554.698   5.611E-02   5.726E-04    11.29564     0.79614    11.26754     9.79796     5.53173     0.59797     0.01801
     554.873   5.596E-02   5.708E-04    11.29536     0.79502    11.26735     9.79796     5.53173     0.59423     0.01792
     555.049   5.562E-02   5.672E-04    11.29499     0.79264    11.26714     9.79796     5.53173     0.59035     0.00684
     555.224   5.525E-02   5.632E-04    11.29467     0.78999    11.26701     9.79796     5.53173     0.58781    -0.00406
     555.400   5.498E-02   5.602E-04    11.29441     0.78799    11.26689     9.79796     5.53173     0.58552     0.00615
     555.576   5.489E-02   5.591E-04    11.29429     0.78734    11.26682     9.79796     5.53173     0.58406    -0.02327
     555.751   5.492E-02   5.592E-04    11.29438     0.78755    11.26689     9.79796     5.53173     0.58555     0.00185
     555.927   5.492E-02   5.591E-04    11.29458     0.78760    11.26709     9.79796     5.53173     0.58930    -0.00641
     556.102   5.476E-02   5.573E-04    11.29474     0.78645    11.26732     9.79796     5.53173     0.59374    -0.00887
     556.278   5.455E-02   5.550E-04    11.29483     0.78491    11.26752     9.79796     5.53173     0.59757     0.00309
     556.453   5.454E-02   5.548E-04    11.29491     0.78490    11.26761     9.79796     5.53173     0.59913    -0.00471
     556.629   5.495E-02   5.588E-04    11.29517     0.78786    11.26766     9.79796     5.53173     0.60009    -0.00462
     556.804   5.567E-02   5.659E-04    11.29575     0.79301    11.26788     9.79796     5.53173     0.60432     0.00102
     556.980   5.635E-02   5.738E-04    11.31940     0.79862    11.29119     9.79796     5.53173     0.94395     0.00288
     557.156   5.673E-02   5.795E-04    11.35845     0.80270    11.33005     9.79796     5.53173     1.33041     0.00433
     557.331   5.671E-02   5.817E-04    11.40792     0.80435    11.37953     9.79796     5.53173     1.70110    -0.00859
     557.507   5.632E-02   5.796E-04    11.44864     0.80300    11.42044     9.79796     5.53173     1.95613     0.02039
     557.682   5.565E-02   5.738E-04    11.47581     0.79912    11.44795     9.79796     5.53173     2.11081     0.00871
     557.858   5.504E-02   5.660E-04    11.44847     0.79382    11.42092     9.79796     5.53173     1.95892    -0.00151
     558.033   5.466E-02   5.599E-04    11.40699     0.78961    11.37963     9.79796     5.53173     1.70177    -0.01265
     558.209   5.476E-02   5.583E-04    11.35741     0.78865    11.32999     9.79796     5.53173     1.32991     0.01032
     558.384   5.523E-02   5.611E-04    11.32277     0.79077    11.29513     9.79796     5.53173     0.98990     0.01989
     558.560   5.573E-02   5.651E-04    11.30310     0.79371    11.27520     9.79796     5.53173     0.72811    -0.01105
     558.735   5.601E-02   5.674E-04    11.29542     0.79542    11.26738     9.79796     5.53173     0.59482    -0.00402
     558.911   5.612E-02   5.683E-04    11.29536     0.79615    11.26727     9.79796     5.53173     0.59275    -0.00127
     559.087   5.629E-02   5.698E-04    11.29535     0.79735    11.26717     9.79796     5.53173     0.59084     0.02051
     559.262   5.659E-02   5.727E-04    11.29540     0.79952    11.26707     9.79796     5.53173     0.58893    -0.01254
     559.438   5.694E-02   5.761E-04    11.29537     0.80196    11.26687     9.79796     5.53173     0.58508    -0.00082
     559.613   5.713E-02   5.778E-04    11.29537     0.80329    11.26677     9.79796     5.53173     0.58325     0.02289
     559.789   5.713E-02   5.776E-04    11.29539     0.80328    11.26679     9.79796     5.53173     0.58352     0.00157
     559.964   5.705E-02   5.767E-04    11.29566     0.80278    11.26710     9.79796     5.53173     0.58950     0.01254
     560.140   5.714E-02   5.774E-04    11.29595     0.80338    11.26734     9.79796     5.53173     0.59417     0.00312
     560.315   5.743E-02   5.802E-04    11.29628     0.80544    11.26753     9.79796     5.53173     0.59762     0.02486
     560.491   5.780E-02   5.838E-04    11.29657     0.80806    11.26763     9.79796     5.53173     0.59961    -0.00494
     560.667   5.802E-02   5.857E-04    11.29652     0.80956    11.26748     9.79796     5.53173     0.59665    -0.00083
     560.842   5.797E-02   5.851E-04    11.29607     0.80923    11.26705     9.79796     5.53173     0.58854    -0.00449
     561.018   5.773E-02   5.824E-04    11.29546     0.80749    11.26656     9.79796     5.53173     0.57907     0.01269
     561.193   5.746E-02   5.795E-04    11.29506     0.80562    11.26630     9.79796     5.53173     0.57397     0.00880
     561.369   5.729E-02   5.776E-04    11.29497     0.80439    11.26630     9.79796     5.53173     0.57394     0.00545
     561.544   5.718E-02   5.764E-04    11.29528     0.80369    11.26665     9.79796     5.53173     0.58082    -0.00628
     561.720   5.706E-02   5.750E-04    11.29569     0.80286    11.26713     9.79796     5.53173     0.59001    -0.00595
     561.896   5.687E-02   5.729E-04    11.29620     0.80151    11.26773     9.79796     5.53173     0.60136     0.00418
     562.071   5.662E-02   5.702E-04    11.29632     0.79972    11.26797     9.79796     5.53173     0.60598     0.01014
     562.247   5.636E-02   5.674E-04    11.29628     0.79792    11.26806     9.79796     5.53173     0.60767    -0.00234
     562.422   5.616E-02   5.652E-04    11.29611     0.79648    11.26799     9.79796     5.53173     0.60639     0.01721
     562.598   5.604E-02   5.638E-04    11.29561     0.79563    11.26755     9.79796     5.53173     0.59812    -0.01222
     562.773   5.602E-02   5.634E-04    11.29514     0.79544    11.26710     9.79796     5.53173     0.58946     0.00785
     562.949   5.606E-02   5.636E-04    11.29475     0.79576    11.26668     9.79796     5.53173     0.58142    -0.00815
     563.124   5.616E-02   5.645E-04    11.29448     0.79646    11.26637     9.79796     5.53173     0.57535     0.01386
     563.300   5.633E-02   5.659E-04    11.29444     0.79761    11.26624     9.79796     5.53173     0.57279     0.00451
     563.475   5.657E-02   5.681E-04    11.29468     0.79931    11.26636     9.79796     5.53173     0.57515     0.00557
     563.651   5.686E-02   5.709E-04    11.29497     0.80137    11.26651     9.79796     5.53173     0.57815     0.00393
     563.827   5.711E-02   5.733E-04    11.29523     0.80315    11.26664     9.79796     5.53173     0.58074     0.00785
     564.002   5.725E-02   5.745E-04    11.29540     0.80414    11.26674     9.79796     5.53173     0.58250    -0.00967
     564.178   5.719E-02   5.738E-04    11.29552     0.80376    11.26689     9.79796     5.53173     0.58547     0.00235
     564.353   5.687E-02   5.704E-04    11.29554     0.80151    11.26707     9.79796     5.53173     0.58897    -0.00918
     564.529   5.624E-02   5.639E-04    11.29545     0.79706    11.26729     9.79796     5.53173     0.59315    -0.01317
     564.704   5.531E-02   5.543E-04    11.29499     0.79039    11.26730     9.79796     5.53173     0.59332     0.01486
     564.880   5.434E-02   5.444E-04    11.29438     0.78340    11.26718     9.79796     5.53173     0.59109     0.00831
     565.055   5.369E-02   5.377E-04    11.29373     0.77866    11.26686     9.79796     5.53173     0.58492    -0.00112
     565.231   5.361E-02   5.368E-04    11.29335     0.77813    11.26651     9.79796     5.53173     0.57808    -0.00497
     565.407   5.403E-02   5.407E-04    11.29328     0.78110    11.26624     9.79796     5.53173     0.57283     0.01126
     565.582   5.464E-02   5.468E-04    11.29358     0.78558    11.26623     9.79796     5.53173     0.57261    -0.00333
     565.758   5.526E-02   5.527E-04    11.29399     0.78999    11.26632     9.79796     5.53173     0.57447    -0.00027
     565.933   5.565E-02   5.565E-04    11.29432     0.79280    11.26646     9.79796     5.53173     0.57721    -0.00855
     566.109   5.569E-02   5.567E-04    11.29453     0.79305    11.26665     9.79796     5.53173     0.58089     0.00799
     566.284   5.536E-02   5.533E-04    11.29459     0.79074    11.26688     9.79796     5.53173     0.58525     0.00089
     566.460   5.500E-02   5.495E-04    11.29463     0.78816    11.26710     9.79796     5.53173     0.58953     0.01383
     566.635   5.500E-02   5.493E-04    11.29481     0.78816    11.26728     9.79796     5.53173     0.59288    -0.01465
     566.811   5.559E-02   5.551E-04    11.29507     0.79238    11.26724     9.79796     5.53173     0.59226    -0.00371
     566.987   5.660E-02   5.651E-04    11.29547     0.79961    11.26713     9.79796     5.53173     0.59018     0.00031
     567.162   5.762E-02   5.750E-04    11.29585     0.80673    11.26701     9.79796     5.53173     0.58772     0.00768
     567.338   5.830E-02   5.817E-04    11.29610     0.81154    11.26691     9.79796     5.53173     0.58580     0.01957
     567.513   5.854E-02   5.838E-04    11.29617     0.81316    11.26686     9.79796     5.53173     0.58498    -0.02680
     567.689   5.835E-02   5.818E-04    11.29624     0.81189    11.26702     9.79796     5.53173     0.58804    -0.00819
     567.864   5.772E-02   5.753E-04    11.29582     0.80745    11.26693     9.79796     5.53173     0.58623    -0.00014
     568.040   5.676E-02   5.655E-04    11.29516     0.80067    11.26675     9.79796     5.53173     0.58270     0.01376
     568.215   5.591E-02   5.569E-04    11.29463     0.79466    11.26664     9.79796     5.53173     0.58066    -0.02230
     568.391   5.555E-02   5.531E-04    11.29423     0.79210    11.26642     9.79796     5.53173     0.57633    -0.00272
     568.567   5.575E-02   5.549E-04    11.29411     0.79350    11.26620     9.79796     5.53173     0.57213    -0.00806
     568.742   5.607E-02   5.579E-04    11.29448     0.79577    11.26641     9.79796     5.53173     0.57617     0.01079
     568.918   5.618E-02   5.589E-04    11.29478     0.79660    11.26666     9.79796     5.53173     0.58099    -0.00264
     569.093   5.599E-02   5.568E-04    11.29496     0.79522    11.26693     9.79796     5.53173     0.58632    -0.00088
     569.269   5.579E-02   5.547E-04    11.29515     0.79385    11.26722     9.79796     5.53173     0.59183    -0.00212
     569.444   5.590E-02   5.556E-04    11.29546     0.79461    11.26747     9.79796     5.53173     0.59660    -0.01188
     569.620   5.645E-02   5.609E-04    11.29591     0.79851    11.26765     9.79796     5.53173     0.59994    -0.02602
     569.795   5.711E-02   5.673E-04    11.29603     0.80316    11.26744     9.79796     5.53173     0.59592     0.00971
     569.971   5.756E-02   5.716E-04    11.29615     0.80634    11.26733     9.79796     5.53173     0.59400    -0.00148
